1,88,3
1,39,5
1,41,1
1,73,4
1,94,1
1,22,4
1,95,3
2,69,2
2,5,4
2,31,2
2,97,2
2,34,4
2,66,4
2,87,3
2,16,5
2,68,4
2,54,2
2,39,2
2,15,5
2,20,5
2,45,1
2,9,1
2,53,1
3,33,3
3,23,1
3,81,5
3,37,1
3,58,5
3,94,4
3,73,2
3,3,1
3,15,2
3,13,3
3,20,1
3,53,1
3,12,5
4,76,3
4,25,3
4,94,1
4,84,1
4,40,3
4,15,5
4,48,1
5,28,4
5,99,2
5,84,3
5,78,3
5,62,1
5,76,1
5,2,3
5,70,2
5,46,1
5,91,2
5,5,2
6,31,2
6,77,5
6,52,5
6,100,4
6,57,4
6,28,5
6,55,3
6,13,4
6,71,3
6,95,3
6,43,5
7,60,2
7,7,4
7,42,5
7,32,2
7,46,1
7,67,1
7,94,3
7,73,3
7,21,3
8,65,1
8,55,4
8,79,3
8,34,4
8,15,4
8,71,2
8,91,2
8,95,3
8,45,1
8,6,1
8,94,3
9,41,2
9,59,1
9,81,5
9,21,1
9,6,5
9,72,4
9,28,2
9,94,5
9,17,1
9,54,1
9,57,1
9,5,5
9,25,2
9,30,1
9,31,1
10,46,3
10,23,2
10,56,4
10,38,1
10,59,2
10,7,5
10,49,5
10,97,3
10,83,3
10,40,4
11,25,4
11,19,3
11,42,4
11,36,3
11,40,5
11,65,3
11,70,4
11,43,4
11,32,3
11,73,2
11,62,2
12,46,5
12,13,2
12,10,1
12,82,4
12,56,2
12,7,4
12,61,4
12,27,4
12,40,3
12,73,4
12,5,1
12,29,1
12,2,1
12,18,4
12,3,1
12,45,3
12,81,3
12,35,4
13,64,5
13,37,4
13,55,5
13,10,3
13,92,3
13,21,5
13,79,1
13,16,4
13,18,3
13,43,1
13,15,1
13,60,3
13,57,2
13,91,1
13,63,4
13,33,4
14,31,1
14,83,5
14,32,1
14,99,3
14,53,4
14,91,2
14,35,4
14,55,3
14,70,3
14,51,1
14,79,2
14,58,4
14,69,1
14,82,4
14,34,1
15,57,3
15,32,4
15,46,4
15,85,2
15,17,1
15,55,5
15,69,4
16,60,5
16,69,4
16,78,1
16,12,2
16,44,4
16,54,2
16,18,1
16,37,2
16,83,2
17,65,4
17,79,4
17,26,3
17,37,4
17,53,3
17,45,2
17,20,3
17,32,1
17,8,5
17,17,3
17,86,4
18,80,4
18,53,1
18,28,1
18,63,2
18,65,3
18,37,2
18,36,5
18,91,2
18,23,4
18,50,2
18,60,3
18,5,2
19,85,1
19,70,1
19,59,2
19,19,2
19,1,4
19,49,4
19,84,5
19,42,4
19,20,3
19,77,4
19,86,4
19,91,5
19,17,2
19,100,4
19,32,2
19,9,2
19,62,2
19,95,5
20,64,3
20,47,4
20,86,5
20,82,5
20,55,5
20,18,3
20,33,2
20,21,1
20,89,3
20,45,3
20,6,5
20,44,4
21,81,2
21,48,4
21,45,2
21,96,5
21,85,3
21,5,5
21,28,1
21,65,5
21,34,5
21,4,1
21,33,2
21,88,5
21,74,3
22,5,4
22,10,4
22,32,1
22,70,2
22,63,4
22,78,1
22,55,4
22,24,4
22,92,1
22,14,4
23,47,3
23,61,4
23,34,4
23,32,3
23,94,2
23,36,5
24,33,5
24,86,4
24,5,4
24,55,4
24,83,2
24,81,1
24,18,5
24,62,2
24,77,1
24,66,2
24,2,4
24,44,5
24,45,5
25,15,5
25,6,2
25,77,4
25,33,4
25,13,4
25,82,5
25,40,4
25,75,1
25,49,2
25,89,5
25,71,2
25,95,3
25,55,1
25,62,3
25,51,1
25,12,2
26,69,4
26,90,3
26,87,2
26,60,2
26,34,1
26,17,5
26,48,1
26,100,3
26,19,3
26,80,3
26,85,2
26,11,5
26,66,4
26,58,4
26,8,4
26,26,1
26,46,1
27,6,4
27,7,4
27,85,5
27,15,4
27,12,3
27,9,4
27,10,2
28,38,2
28,89,3
28,35,5
28,53,4
28,75,5
28,99,4
28,14,5
28,46,4
28,31,1
28,62,3
28,37,1
28,74,1
28,44,1
28,9,4
29,56,2
29,28,2
29,12,5
29,75,3
29,95,4
29,100,2
29,26,5
29,39,1
29,80,5
29,25,3
29,31,4
30,80,1
30,36,4
30,5,2
30,32,4
30,61,2
30,45,2
30,68,2
30,90,1
30,29,2
30,38,5
30,63,1
30,94,3
31,98,5
31,32,1
31,63,1
31,53,2
31,24,2
31,99,4
31,12,1
31,89,4
31,21,2
31,29,2
31,36,3
31,45,4
31,34,1
31,3,5
31,30,5
32,83,4
32,66,3
32,56,4
32,89,2
32,50,1
32,28,3
32,21,3
32,41,5
32,49,5
32,65,2
32,2,5
32,46,3
32,13,1
32,37,1
32,27,5
33,67,3
